   Z2  A2f    Ex    nmult gmult  
   54  141    13.222    2    1
   51  135     7.180    1    2
   59  152    15.451    2    1
   58  151    11.861    1    7
   52  138     9.722    1    4
   52  134     5.375    0    2
   57  146    12.121    2    2
   58  151     6.373    1    3
   54  138     5.830    0    3
   53  140    12.676    2    3
   55  141     2.941    0    3
   54  141    15.953    3    1
   52  137     7.754    1    2
   55  145    14.634    1    7
   49  131     7.693    1    3
   53  138    10.514    1    3
   55  142     6.925    1    2
   55  144    10.788    2    2
   52  134    10.440    1    2
   52  133     9.381    1    1
   53  139    11.692    2    2
   56  145     4.567    1    2
   52  134     6.739    0    1
   51  132     2.730    0    3
   55  144    12.283    2    3
   52  133     9.402    1    2
   52  136    11.490    2    1
   55  145    14.132    2    2
   55  144    15.271    2    3
   55  143     8.206    1    3
   55  143     3.584    0    3
   53  136    10.017    1    3
   53  139    10.607    2    1
   57  146    17.230    2    6
   53  140    10.320    1    2
   55  144    10.104    1    4
   59  152    13.523    1    6
   58  148    10.619    1    3
   54  140    11.768    2    4
   56  146     4.514    0    7
   59  150     4.027    0    2
   53  138     9.967    1    6
   53  138     8.953    1    4
   51  132    10.494    1    2
   56  148    18.052    2    6
   49  127     9.832    1    2
   56  144    10.310    1    4
   50  132    12.242    1    2
   52  135    15.459    2    1
   53  139    11.292    2    2
   52  134    12.568    1    1
   54  142     6.683    1    4
   52  138     5.175    0    6
   51  131    13.905    1    3
   54  142    13.763    2    5
   53  136     1.751    0    3
   54  143     9.420    1    4
   57  146     8.753    1    5
   53  137     8.472    1    2
   54  140     5.460    0    4
   56  146    18.304    3    1
   52  136    16.071    2    1
   54  140     2.877    0    4
   52  136     5.423    0    5
   54  139    14.563    2    3
   51  133    10.494    1    2
   58  149     9.961    1    4
   52  136     6.579    1    2
   53  137    16.428    2    5
   52  137    10.219    1    4
   51  133    10.553    1    4
   56  149    10.960    1    5
   55  140    12.722    1    4
   52  134     7.210    0    3
   58  148     7.416    1    2
   56  147     3.367    0    3
   56  145     3.656    0    4
   54  141    15.037    2    2
   53  137    10.900    2    1
   53  138     3.612    0    4
   52  133    11.155    1    1
   51  134     3.800    0    3
   54  138     3.711    0    3
   59  153    14.116    1    6
   52  137     6.988    1    3
   54  141    15.149    2    1
   53  135     9.841    1    3
   52  135     3.105    0    2
   57  148     9.489    1    6
   53  140    10.471    2    2
   51  132     1.474    0    2
   52  134     5.619    0    1
   57  150     3.852    0    4
   55  143    14.201    2    4
   52  133     8.653    1    2
   57  150    15.110    2    5
   51  132    11.428    1    4
   59  152    10.291    1    4
   52  133     1.828    0    2
   59  152     8.021    1    3
   53  137     6.476    1    1
   52  133     3.788    0    2
   55  145    19.501    3    3
   54  139     8.326    1    4
   56  144     2.366    0    6
   54  137     8.232    1    1
   53  138    10.096    1    5
   53  136    15.340    2    1
   56  146     7.030    1    2
   52  136    14.411    2    1
   57  148    16.495    3    2
   57  148     2.469    0    4
   51  135     9.060    1    9
   53  142     5.142    1    1
   54  141    14.013    2    1
   51  132     2.827    0    2
   52  138     3.881    0    5
   55  143     3.357    0    3
   54  139     4.553    1    2
   60  156    22.917    3    0
   54  140    16.162    2    3
   53  138    10.061    1    5
   55  144     2.595    0    3
   50  129     9.874    1    3
   55  140     4.894    0    6
   55  141     9.855    1    2
   53  139     7.908    1    4
   58  148     3.152    0    6
   56  143     4.707    0    4
   55  143     9.643    1    3
   54  141    11.004    2    1
   55  142     6.935    1    3
   55  142    13.977    2    1
   52  134     8.416    1    1
   57  151     6.370    0    7
   51  129    12.065    1    3
   57  149    11.720    1    7
   52  136    10.223    2    1
   60  155    16.533    2    1
   57  146     9.008    1    4
   51  133     5.314    0    2
   51  133     7.852    0    3
   57  146    10.923    1    4
   51  133     9.405    0    5
   54  142    10.013    2    1
   55  143     6.531    1    2
   53  137    12.546    2    2
   56  145    11.051    1    5
   56  143    11.868    2    2
   52  136    11.691    2    1
   57  147     5.673    0    7
   55  142    10.431    2    1
   52  136    14.603    2    2
   55  141     2.728    0    3
   55  145    16.275    3    1
   54  141    15.361    2    4
   56  143     2.733    0    5
   51  134    11.386    1    2
   54  144    14.870    2    4
   54  140     9.434    1    3
   55  145     8.528    1    7
   54  142    12.519    2    5
   51  135    11.553    2    2
   53  138     7.316    1    4
   55  144     7.062    1    4
   52  137     8.535    1    3
   55  145     9.497    2    1
   56  143     5.594    0    5
   59  153    15.169    2    5
   51  133     7.735    0    2
   52  136     7.759    1    1
   51  134     6.648    1    1
   54  137    14.563    2    1
   53  136     9.588    1    2
   53  135     9.119    1    3
   52  134    13.779    1    1
   55  144    13.014    2    3
   50  131     2.567    0    2
   58  151    12.297    1    5
   53  136    10.661    1    3
   52  136     1.325    0    2
   53  138    15.143    2    3
   57  148    12.269    2    1
   50  134     6.944    1    5
   57  148    19.164    3    4
   57  148    10.067    1    4
   52  134     7.488    0    3
   49  129     2.340    0    3
   53  139     9.828    2    3
   50  131     5.570    0    2
   56  144    14.390    2    2
   52  138     8.113    1    8
   50  132     3.955    0    1
   56  148    20.730    3    5
   50  131    11.483    1    3
   52  134     4.349    0    1
   52  134     8.767    0    6
   54  141    17.746    2    4
   56  142    10.556    1    2
   51  130     2.619    0    2
   51  132    12.041    1    4
   55  144    10.357    1    5
   57  146    11.339    2    1
   50  131     6.823    1    1
   52  134     7.599    0    2
   53  136    10.527    1    1
   52  138    10.098    2    3
   56  148    16.362    2    9
   54  140     7.202    0    9
   51  130     3.187    0    3
   57  148    10.844    1    4
   51  135    10.579    2    2
   54  138     9.442    1    1
   53  139     7.245    1    6
   50  128    10.440    1    3
   56  148    15.553    2    6
   57  149     2.778    0    3
   62  158    14.367    1   10
   59  151    11.454    1    3
   54  141     7.606    1    5
   52  134     7.885    0    3
   57  150    12.519    1    6
   56  148     7.979    1    4
   56  144     6.694    0    7
   53  135     9.466    1    1
   52  137    10.585    2    1
   56  147    11.493    2    5
   55  142     9.786    1    2
   52  136     7.447    1    2
   53  134     2.300    0    6
   53  138    14.020    2    3
   55  143    12.662    2    3
   52  135     5.296    1    2
   50  131     4.040    0    2
   54  140     8.246    1    1
   53  136     5.298    1    2
   53  138    10.342    1    6
   54  139     1.659    0    1
   50  133     6.356    1    1
   52  133    10.047    1    1
   48  125    16.584    1    5
   54  141    12.290    2    1
   52  137    15.676    3    1
   57  148    19.710    3    4
   61  157    10.140    1    4
   54  140    11.180    1    3
   55  143     7.327    1    5
   58  150    15.231    2    4
   53  137     3.630    0    3
   54  140    17.950    2    5
   54  139    15.910    2    1
   52  138     3.252    0    5
   53  137     4.677    0    2
   55  143    13.733    2    3
   57  150     8.666    1    7
   57  146    10.007    1    6
   58  152    12.170    1    8
   55  143     9.768    1    4
   57  144     4.713    0    4
   52  135    11.047    1    1
   53  136     6.924    1    3
   51  135     7.479    1    6
   56  145    15.994    2    6
   56  143     8.628    1    2
   51  135     9.758    2    1
   53  138    14.066    2    1
   55  141     4.885    0    2
   59  149    11.149    1    2
   56  145     4.136    1    1
   55  143    18.052    2    5
   52  135     4.310    1    1
   52  135     1.518    0    2
   52  134    10.587    1    2
   54  142    14.719    2    4
   56  145     6.528    1    4
   51  133     7.706    1    1
   54  140     9.161    1    2
   57  146    10.554    1    5
   52  136    11.044    2    1
   51  133     7.790    0    2
   52  137     8.203    1    3
   53  135    11.113    1    2
   56  144     4.178    0    7
   51  135    11.816    2    1
   54  142    11.930    2    3
   54  141    11.783    2    2
   59  155    12.499    1    5
   55  143     7.467    1    3
   53  140    10.780    2    2
   51  132     5.876    0    3
   50  133     4.034    1    1
   58  149     8.681    1    5
   53  137     7.950    1    6
   58  153    17.081    2    3
   54  141     9.585    1    4
   53  136     9.962    1    2
   52  133     5.370    0    2
   53  140    11.765    2    1
   56  146    11.902    2    3
   53  140     7.849    1    4
   54  137    11.380    1    4
   53  141     6.315    1    2
   50  130    10.615    1    4
   51  132     7.737    1    2
   49  132     9.023    1    4
   55  141    12.119    2    3
   51  134     1.394    0    4
   51  133     9.353    1    2
   49  128    16.391    2    1
   53  139     5.062    1    1
   53  136     1.221    0    4
   54  136     9.770    1    1
   56  146     8.624    1    4
   50  134    10.311    1    6
   56  146    11.316    2    1
   52  135    10.844    1    2
   50  129     8.185    1    2
   52  135     6.592    1    1
   55  144    15.612    2    6
   57  150    19.283    2    4
   53  135     6.799    0    3
   50  131    11.657    1    2
   56  145    13.136    2    3
   56  145     8.406    1    6
   55  141     5.660    0    3
   51  133     6.715    0    2
   56  144     9.101    1    3
   50  133     9.158    1    1
   56  143     5.956    0    7
   52  136     8.591    1    1
   53  137     9.782    1    2
   52  137    14.490    2    5
   52  134     8.099    1    1
   55  144     8.535    1    7
   54  142    16.716    2    4
   55  144     8.986    1    4
   50  130     9.218    1    1
   52  136    13.774    1    2
   57  147    12.279    2    4
   53  137     3.928    0    5
   50  131     8.495    1    2
   52  137     7.224    1    3
   54  137     9.361    1    3
   52  135     5.216    1    1
   51  132     3.722    0    3
   53  137     7.135    0    8
   50  130    15.475    2    1
   54  141    14.081    3    3
   56  142     3.570    0    3
   56  148     8.908    1    4
   53  140    13.991    3    1
   55  144     6.435    1    3
   52  135    15.300    1    3
   56  146    15.717    2    4
   55  144     2.314    0    4
   51  133     1.941    0    1
   53  138     0.855    0    3
   51  132    10.053    1    2
   51  136    13.857    2    4
   50  129     5.717    0    4
   51  134     6.204    1    2
   52  134    10.059    1    2
   55  146     6.537    1    5
   54  142     9.969    1    6
   54  143     6.922    1    4
   55  143     8.485    1    2
   51  130     7.410    1    1
   56  145    10.922    1    4
   51  133     7.125    0    2
   54  142    16.708    2    3
   54  139     6.799    1    2
   53  140     7.211    1    3
   52  132     5.313    0    2
   54  141    14.483    2    1
   56  145    18.635    2    3
   51  135     5.479    1    1
   54  140     4.740    0    4
